,Index,AB,R,HR,RBI,SB,AVG,OBP,H,2B,3B,BBh,SO,SLG,OPS,PTS,Type,Link,IP,K,W,SV,ERA,WHIP,ER,BB,G,GS,L,CG,K9,ID,PlayerInfo,Name,Last,Team,Positions,Status,Projections,Rank,Player,RTS,NFBC,ADP,Positions_adp,PlayerInfo_adp,PhotoURL,Player_notes,Notes,PlayerInfo_notes,Name_notes,Last_notes,Team_notes,Positions_notes,Status_notes,Description,vsADP,PtsRank
10,Julio Rodriguez_SEA,599.0,90.0,29,91.0,26.0,0.272,0.325,163,28.0,3.0,47.0,145.0,0.484,0.81,397,H,https://www.fantasypros.com/mlb/players/julio-rodriguez-of.php,,,,,,,,,,,,,,julio-rodriguez-of,Julio Rodriguez (SEA - OF),Julio Rodriguez,Rodriguez,SEA,OF,,.272|90R|29HR|91RBI|26SB,11,Julio Rodriguez (SEA - OF),12,10,11.0,OF,Julio Rodriguez (SEA - OF),https://images.fantasypros.com/images/players/mlb/43685/headshot/70x70.png,Julio Rodriguez (CF - SEA),"Julio Rodriguez posted a strong but slightly underwhelming 2025 relative to his sky-high expectations, as his power output plateaued despite excellent durability and counting stats. The 2026 projections forecast a modest power rebound into the low-30s with continued double-digit steals. His underlying contact metrics remain strong, but launch-angle inconsistency has capped his home-run ceiling year over year. Rodríguez remains a foundational fantasy outfielder, though he now projects closer to the back half of the first round than the very top.",Julio Rodriguez (SEA - OF),Julio Rodriguez,Rodriguez,SEA,OF,,".272|90R|29HR|91RBI|26SB
Julio Rodriguez posted a strong but slightly underwhelming 2025 relative to his sky-high expectations, as his power output plateaued despite excellent durability and counting stats. The 2026 projections forecast a modest power rebound into the low-30s with continued double-digit steals. His underlying contact metrics remain strong, but launch-angle inconsistency has capped his home-run ceiling year over year. Rodríguez remains a foundational fantasy outfielder, though he now projects closer to the back half of the first round than the very top.",0.0,24.0
11,Garrett Crochet_BOS,,,19,,,,,148,,,,,,,467,P,https://www.fantasypros.com/mlb/players/garrett-crochet-p.php,184.1,224.0,13.0,0.0,3.03,1.06,62.0,47.0,31.0,31.0,8.0,0.0,10.95,garrett-crochet-p,Garrett Crochet (BOS - SP),Garrett Crochet,Crochet,BOS,SP,,13-8-0SV|3.03|1.06|10.95K9,12,Garrett Crochet (BOS - SP),11,12,12.0,SP,Garrett Crochet (BOS - SP),https://images.fantasypros.com/images/players/mlb/43886/headshot/70x70.png,Garrett Crochet (SP - BOS),"Garrett Crochet built on his breakout 2025 by sustaining elite strikeout rates and improved efficiency, alleviating many durability concerns that followed him earlier in his career. His 2026 projections continue to reflect frontline stuff, with strong K totals and solid ratios over a full starter's workload. The key development was improved pitch mix consistency, allowing him to turn lineups over more reliably. Crochet is a premium fantasy arm whose upside justifies an aggressive draft slot and should easily be one of the first three pitchers off the board.",Garrett Crochet (BOS - SP),Garrett Crochet,Crochet,BOS,SP,,"13-8-0SV|3.03|1.06|10.95K9
Garrett Crochet built on his breakout 2025 by sustaining elite strikeout rates and improved efficiency, alleviating many durability concerns that followed him earlier in his career. His 2026 projections continue to reflect frontline stuff, with strong K totals and solid ratios over a full starter's workload. The key development was improved pitch mix consistency, allowing him to turn lineups over more reliably. Crochet is a premium fantasy arm whose upside justifies an aggressive draft slot and should easily be one of the first three pitchers off the board.",0.0,9.0
12,Fernando Tatis Jr._SD,564.0,96.0,29,81.0,24.0,0.27,0.35,152,28.0,2.0,69.0,128.0,0.488,0.838,416,H,https://www.fantasypros.com/mlb/players/fernando-tatis-jr.php,,,,,,,,,,,,,,fernando-tatis-jr,Fernando Tatis Jr. (SD - OF),Fernando Tatis Jr.,Tatis Jr.,SD,OF,,.270|96R|29HR|81RBI|24SB,13,Fernando Tatis Jr. (SD - OF),14,14,14.0,OF,Fernando Tatis Jr. (SD - OF),https://images.fantasypros.com/images/players/mlb/6853/headshot/70x70.png,Fernando Tatis Jr. (RF - SD),"After two uneven seasons, Fernando Tatis Jr. re-established himself as an elite five-category force in 2025 and projects to remain there in 2026. Projections call for another 30-plus homer, 25-steal campaign with triple-digit runs atop the Padres lineup, supported by strong on-base skills and premium batted-ball quality. His improved plate discipline and reduced strikeout rate from last season point to a more stable batting-average floor than in earlier seasons. At the same time, underlying metrics suggest his power output still has room to grow. Entering his age-27 season with his role and health stabilized, Tatis profiles as a legitimate Top-5 overall fantasy upside play in 2026 drafts.",Fernando Tatis Jr. (SD - OF),Fernando Tatis Jr.,Tatis Jr.,SD,OF,,".270|96R|29HR|81RBI|24SB
After two uneven seasons, Fernando Tatis Jr. re-established himself as an elite five-category force in 2025 and projects to remain there in 2026. Projections call for another 30-plus homer, 25-steal campaign with triple-digit runs atop the Padres lineup, supported by strong on-base skills and premium batted-ball quality. His improved plate discipline and reduced strikeout rate from last season point to a more stable batting-average floor than in earlier seasons. At the same time, underlying metrics suggest his power output still has room to grow. Entering his age-27 season with his role and health stabilized, Tatis profiles as a legitimate Top-5 overall fantasy upside play in 2026 drafts.",1.0,16.0
13,Cal Raleigh_SEA,543.0,85.0,39,96.0,8.0,0.23,0.324,125,23.0,1.0,76.0,169.0,0.492,0.816,371,H,https://www.fantasypros.com/mlb/players/caleb-raleigh.php,,,,,,,,,,,,,,caleb-raleigh,"Cal Raleigh (SEA - C,DH)",Cal Raleigh,Raleigh,SEA,"C,DH",,.230|85R|39HR|96RBI|8SB,14,"Cal Raleigh (SEA - C,DH)",13,17,15.0,"C,DH","Cal Raleigh (SEA - C,DH)",https://images.fantasypros.com/images/players/mlb/8457/headshot/70x70.png,"Cal Raleigh (C,DH - SEA)","Cal Raleigh had the year of his life in 2025, smacking 60 home runs while batting .247, far and away his best batting average ever. He drove in 125 and scored 110 times for a Seattle Mariners team that came very close to the World Series. Catcher is such a thin position that it is tempting to spend an early-round pick on Raleigh to be able to set-and-forget the position. His 2026 projections again place him among the position's home run leaders, with playing time security supporting strong counting stats, but we aren't going to see a repeat of his career year, and that is the current draft cost for the Big Dumper. Do you still want to spend a second-round pick on him if he's ""only"" getting you 40 homers with a .230 batting average? If so, he's easily the best catcher on the board. If not, wait three or four rounds to pick from the second tier.","Cal Raleigh (SEA - C,DH)",Cal Raleigh,Raleigh,SEA,"C,DH",,".230|85R|39HR|96RBI|8SB
Cal Raleigh had the year of his life in 2025, smacking 60 home runs while batting .247, far and away his best batting average ever. He drove in 125 and scored 110 times for a Seattle Mariners team that came very close to the World Series. Catcher is such a thin position that it is tempting to spend an early-round pick on Raleigh to be able to set-and-forget the position. His 2026 projections again place him among the position's home run leaders, with playing time security supporting strong counting stats, but we aren't going to see a repeat of his career year, and that is the current draft cost for the Big Dumper. Do you still want to spend a second-round pick on him if he's ""only"" getting you 40 homers with a .230 batting average? If so, he's easily the best catcher on the board. If not, wait three or four rounds to pick from the second tier.",1.0,45.0
14,Junior Caminero_TB,567.0,83.0,36,100.0,5.0,0.273,0.322,155,26.0,1.0,41.0,118.0,0.519,0.841,402,H,https://www.fantasypros.com/mlb/players/junior-caminero.php,,,,,,,,,,,,,,junior-caminero,Junior Caminero (TB - 3B),Junior Caminero,Caminero,TB,3B,,.273|83R|36HR|100RBI|5SB,15,Junior Caminero (TB - 3B),17,13,15.0,3B,Junior Caminero (TB - 3B),https://images.fantasypros.com/images/players/mlb/45016/headshot/70x70.png,Junior Caminero (3B - TB),"Junior Caminero's first full MLB season in 2025 delivered flashes of elite raw power but came with expected growing pains in plate discipline. He hit 45 home runs, drove in 110, and scored 93 times. His barrel rate was a fantastic 14% with a 51.4% hard-hit rate. The power is very real. However, in 2026, the Rays shift out of the minor league park they played in and back to one of the worst hitting parks in the majors. His 2026 projections anticipate a small reduction in home runs because of this park switch; however, they also suggest improvement in his ratios as his approach matures in his age-22 season. The underlying exit velocity and hard-hit gains year over year support the power breakout narrative. Caminero profiles as a high-upside player at a weak position whose fantasy value rises quickly if the strikeout rate continues to normalize.",Junior Caminero (TB - 3B),Junior Caminero,Caminero,TB,3B,,".273|83R|36HR|100RBI|5SB
Junior Caminero's first full MLB season in 2025 delivered flashes of elite raw power but came with expected growing pains in plate discipline. He hit 45 home runs, drove in 110, and scored 93 times. His barrel rate was a fantastic 14% with a 51.4% hard-hit rate. The power is very real. However, in 2026, the Rays shift out of the minor league park they played in and back to one of the worst hitting parks in the majors. His 2026 projections anticipate a small reduction in home runs because of this park switch; however, they also suggest improvement in his ratios as his approach matures in his age-22 season. The underlying exit velocity and hard-hit gains year over year support the power breakout narrative. Caminero profiles as a high-upside player at a weak position whose fantasy value rises quickly if the strikeout rate continues to normalize.",0.0,20.0
15,Francisco Lindor_NYM,594.0,95.0,27,80.0,24.0,0.258,0.325,153,30.0,1.0,59.0,124.0,0.449,0.774,400,H,https://www.fantasypros.com/mlb/players/francisco-lindor.php,,,,,,,,,,,,,,francisco-lindor,Francisco Lindor (NYM - SS),Francisco Lindor,Lindor,NYM,SS,,.258|95R|27HR|80RBI|24SB,16,Francisco Lindor (NYM - SS),15,16,16.0,SS,Francisco Lindor (NYM - SS),https://images.fantasypros.com/images/players/mlb/4569/headshot/70x70.png,Francisco Lindor (SS - NYM),"Francisco Lindor remained a Mr. Consistent in 2025, once again delivering strong power-speed production with elite durability at shortstop. His 2026 projections show minimal regression, closer to a 25/25 season, supported by premium lineup placement and consistent plate discipline. While his raw ceiling has leveled off, the year-over-year stability in his profile is a feature, not a flaw. Lindor continues to offer one of the safest five-category floors among middle infielders, and you don't have to pay a first-round price to secure his services.",Francisco Lindor (NYM - SS),Francisco Lindor,Lindor,NYM,SS,,".258|95R|27HR|80RBI|24SB
Francisco Lindor remained a Mr. Consistent in 2025, once again delivering strong power-speed production with elite durability at shortstop. His 2026 projections show minimal regression, closer to a 25/25 season, supported by premium lineup placement and consistent plate discipline. While his raw ceiling has leveled off, the year-over-year stability in his profile is a feature, not a flaw. Lindor continues to offer one of the safest five-category floors among middle infielders, and you don't have to pay a first-round price to secure his services.",0.0,22.0
16,Gunnar Henderson_BAL,577.0,94.0,26,87.0,22.0,0.272,0.348,157,33.0,4.0,67.0,137.0,0.481,0.828,411,H,https://www.fantasypros.com/mlb/players/gunnar-henderson.php,,,,,,,,,,,,,,gunnar-henderson,Gunnar Henderson (BAL - SS),Gunnar Henderson,Henderson,BAL,SS,,.272|94R|26HR|87RBI|22SB,17,Gunnar Henderson (BAL - SS),19,15,17.0,SS,Gunnar Henderson (BAL - SS),https://images.fantasypros.com/images/players/mlb/23372/headshot/70x70.png,Gunnar Henderson (SS - BAL),"Gunnar Henderson backed up his 2024 breakout with a season during which he says he had a shoulder impingement for almost 75% of the year. His power dipped considerably, and even though he still stole 30 bags, it was obvious something was off. His 2026 projections expect a bounce-back year, projecting elite power production and strong run totals. Year-over-year gains in swing decisions suggest his profile is fully established rather than volatile. Shortstop is a stacked position, but Henderson remains one of the elite options for those looking to secure it early.",Gunnar Henderson (BAL - SS),Gunnar Henderson,Henderson,BAL,SS,,".272|94R|26HR|87RBI|22SB
Gunnar Henderson backed up his 2024 breakout with a season during which he says he had a shoulder impingement for almost 75% of the year. His power dipped considerably, and even though he still stole 30 bags, it was obvious something was off. His 2026 projections expect a bounce-back year, projecting elite power production and strong run totals. Year-over-year gains in swing decisions suggest his profile is fully established rather than volatile. Shortstop is a stacked position, but Henderson remains one of the elite options for those looking to secure it early.",0.0,18.0
17,Kyle Tucker_LAD,530.0,93.0,28,89.0,20.0,0.268,0.367,142,28.0,2.0,82.0,93.0,0.492,0.859,454,H,https://www.fantasypros.com/mlb/players/kyle-tucker.php,,,,,,,,,,,,,,kyle-tucker,"Kyle Tucker (LAD - DH,OF)",Kyle Tucker,Tucker,LAD,"DH,OF",,.268|93R|28HR|89RBI|20SB,18,"Kyle Tucker (LAD - DH,OF)",16,18,17.0,"DH,OF","Kyle Tucker (LAD - DH,OF)",https://images.fantasypros.com/images/players/mlb/6006/headshot/70x70.png,"Kyle Tucker (RF,DH - LAD)","Tucker delivered another well-rounded fantasy season in 2025, pairing plus power with double-digit steals and elite run production. He also delivered another season of murky injuries that diminished his output. His 2026 projections remain remarkably stable, reflecting how consistent his plate discipline and contact quality have been year over year. While there's little growth left in the profile, there's also minimal downside other than the injury history. Tucker remains a free agent, though his landing spot should not change his profile as a safe early-round outfielder who fits seamlessly into any roster build.","Kyle Tucker (LAD - DH,OF)",Kyle Tucker,Tucker,LAD,"DH,OF",,".268|93R|28HR|89RBI|20SB
Tucker delivered another well-rounded fantasy season in 2025, pairing plus power with double-digit steals and elite run production. He also delivered another season of murky injuries that diminished his output. His 2026 projections remain remarkably stable, reflecting how consistent his plate discipline and contact quality have been year over year. While there's little growth left in the profile, there's also minimal downside other than the injury history. Tucker remains a free agent, though his landing spot should not change his profile as a safe early-round outfielder who fits seamlessly into any roster build.",-1.0,10.0
18,Nick Kurtz_ATH,492.0,87.0,35,86.0,4.0,0.257,0.346,126,25.0,2.0,67.0,169.0,0.529,0.875,339,H,https://www.fantasypros.com/mlb/players/nick-kurtz.php,,,,,,,,,,,,,,nick-kurtz,Nick Kurtz (ATH - 1B),Nick Kurtz,Kurtz,ATH,1B,,.257|87R|35HR|86RBI|4SB,19,Nick Kurtz (ATH - 1B),18,19,18.0,1B,Nick Kurtz (ATH - 1B),https://images.fantasypros.com/images/players/mlb/7354364/headshot/70x70.png,Nick Kurtz (1B - ATH),"Nick Kurtz's 2025 rookie season showed the potential that made him a top prospect, highlighted by strong on-base skills but uneven in-game power as he adjusted to MLB pitching. His 2026 projections anticipate a small step forward in home runs, but his .290 batting average is a mirage (xBA of .249). The allure of what he is capable of will drive up his price on draft day, and it is difficult to argue with that dream as the A's continue to play 81 games in Sacramento. The volatility is real, and at age 23, he still has some growing pains to come. Even with all that, though, he'll go in the second round in 12-team leagues, so decide quickly if you want that on your squad.",Nick Kurtz (ATH - 1B),Nick Kurtz,Kurtz,ATH,1B,,".257|87R|35HR|86RBI|4SB
Nick Kurtz's 2025 rookie season showed the potential that made him a top prospect, highlighted by strong on-base skills but uneven in-game power as he adjusted to MLB pitching. His 2026 projections anticipate a small step forward in home runs, but his .290 batting average is a mirage (xBA of .249). The allure of what he is capable of will drive up his price on draft day, and it is difficult to argue with that dream as the A's continue to play 81 games in Sacramento. The volatility is real, and at age 23, he still has some growing pains to come. Even with all that, though, he'll go in the second round in 12-team leagues, so decide quickly if you want that on your squad.",-1.0,74.0
19,Vladimir Guerrero Jr._TOR,578.0,96.0,30,97.0,5.0,0.296,0.376,171,32.0,1.0,74.0,91.0,0.518,0.894,483,H,https://www.fantasypros.com/mlb/players/vladimir-guerrero-jr.php,,,,,,,,,,,,,,vladimir-guerrero-jr,"Vladimir Guerrero Jr. (TOR - 1B,DH)",Vladimir Guerrero Jr.,Guerrero Jr.,TOR,"1B,DH",,.296|96R|30HR|97RBI|5SB,20,"Vladimir Guerrero Jr. (TOR - 1B,DH)",21,20,20.0,"1B,DH","Vladimir Guerrero Jr. (TOR - 1B,DH)",https://images.fantasypros.com/images/players/mlb/6050/headshot/70x70.png,"Vladimir Guerrero Jr. (1B,DH - TOR)","Vladimir Guerrero Jr. rebounded nicely in 2025, hitting .292 with 23 HR, and his 2026 projections expect his power to climb back over 30 HR. His contact quality improved year over year, driven by more line-drive contact and a stabilizing strikeout rate. The projected power bounce is supported by underlying metrics, suggesting 2025 may have been closer to his floor than his median outcome. Vladdy profiles as a strong early-round value with legitimate top-five 1B upside if the HR surge materializes.","Vladimir Guerrero Jr. (TOR - 1B,DH)",Vladimir Guerrero Jr.,Guerrero Jr.,TOR,"1B,DH",,".296|96R|30HR|97RBI|5SB
Vladimir Guerrero Jr. rebounded nicely in 2025, hitting .292 with 23 HR, and his 2026 projections expect his power to climb back over 30 HR. His contact quality improved year over year, driven by more line-drive contact and a stabilizing strikeout rate. The projected power bounce is supported by underlying metrics, suggesting 2025 may have been closer to his floor than his median outcome. Vladdy profiles as a strong early-round value with legitimate top-five 1B upside if the HR surge materializes.",0.0,7.0
20,Kyle Schwarber_PHI,554.0,98.0,41,99.0,6.0,0.231,0.347,128,20.0,1.0,98.0,185.0,0.496,0.843,392,H,https://www.fantasypros.com/mlb/players/kyle-schwarber.php,,,,,,,,,,,,,,kyle-schwarber,Kyle Schwarber (PHI - DH),Kyle Schwarber,Schwarber,PHI,DH,,.231|98R|41HR|99RBI|6SB,21,Kyle Schwarber (PHI - DH),20,23,22.0,"DH,OF","Kyle Schwarber (PHI - DH,OF)",https://images.fantasypros.com/images/players/mlb/5686/headshot/70x70.png,Kyle Schwarber (DH - PHI),"Kyle Schwarber's 2025 profile remained extreme but effective, delivering elite home-run volume and run production while continuing to drag batting average, though not as much as in the past. He played in all 162 games, hit 56 home runs, drove in an MLB-leading 132, and scored 111 runs. His 2026 projections again place him among the league leaders in homers, with OBP formats propping up his overall value. Year over year, the power output has proven remarkably stable despite contact volatility. Schwarber remains a roster-construction play who fits best on teams built to absorb average risk in exchange for top-tier power.",Kyle Schwarber (PHI - DH),Kyle Schwarber,Schwarber,PHI,DH,,".231|98R|41HR|99RBI|6SB
Kyle Schwarber's 2025 profile remained extreme but effective, delivering elite home-run volume and run production while continuing to drag batting average, though not as much as in the past. He played in all 162 games, hit 56 home runs, drove in an MLB-leading 132, and scored 111 runs. His 2026 projections again place him among the league leaders in homers, with OBP formats propping up his overall value. Year over year, the power output has proven remarkably stable despite contact volatility. Schwarber remains a roster-construction play who fits best on teams built to absorb average risk in exchange for top-tier power.",1.0,28.0
21,Jackson Chourio_MIL,581.0,85.0,24,80.0,24.0,0.268,0.316,156,33.0,3.0,40.0,126.0,0.46,0.776,372,H,https://www.fantasypros.com/mlb/players/jackson-chourio.php,,,,,,,,,,,,,,jackson-chourio,Jackson Chourio (MIL - OF),Jackson Chourio,Chourio,MIL,OF,,.268|85R|24HR|80RBI|24SB,22,Jackson Chourio (MIL - OF),22,21,22.0,OF,Jackson Chourio (MIL - OF),https://images.fantasypros.com/images/players/mlb/44592/headshot/70x70.png,"Jackson Chourio (LF,RF,CF - MIL)",,Jackson Chourio (MIL - OF),Jackson Chourio,Chourio,MIL,OF,,".268|85R|24HR|80RBI|24SB
",0.0,43.0
22,Jazz Chisholm Jr._NYY,519.0,78.0,28,75.0,31.0,0.24,0.313,125,20.0,2.0,55.0,153.0,0.448,0.761,320,H,https://www.fantasypros.com/mlb/players/jasrado-chisholm.php,,,,,,,,,,,,,,jasrado-chisholm,"Jazz Chisholm Jr. (NYY - 2B,3B,OF)",Jazz Chisholm Jr.,Chisholm Jr.,NYY,"2B,3B,OF",,.240|78R|28HR|75RBI|31SB,23,"Jazz Chisholm Jr. (NYY - 2B,3B,OF)",23,22,22.0,"2B,3B","Jazz Chisholm Jr. (NYY - 2B,3B)",https://images.fantasypros.com/images/players/mlb/8449/headshot/70x70.png,"Jazz Chisholm Jr. (3B,CF,2B - NYY)","Jazz Chisholm's 2025 season was a reminder of both his upside and volatility, as power-speed contributions were once again offset by durability concerns and streaky efficiency. His 2026 projections bake in similar power and speed totals with right around 600 plate appearances, reflecting ongoing availability risk. When on the field, his per-game fantasy production remains strong, particularly in steals. Chisholm is best approached as a ceiling play rather than a foundational early-round option, but qualifying at third base does bump him up a few spots on draft boards.","Jazz Chisholm Jr. (NYY - 2B,3B,OF)",Jazz Chisholm Jr.,Chisholm Jr.,NYY,"2B,3B,OF",,".240|78R|28HR|75RBI|31SB
Jazz Chisholm's 2025 season was a reminder of both his upside and volatility, as power-speed contributions were once again offset by durability concerns and streaky efficiency. His 2026 projections bake in similar power and speed totals with right around 600 plate appearances, reflecting ongoing availability risk. When on the field, his per-game fantasy production remains strong, particularly in steals. Chisholm is best approached as a ceiling play rather than a foundational early-round option, but qualifying at third base does bump him up a few spots on draft boards.",-1.0,99.0
23,Yoshinobu Yamamoto_LAD,,,16,,,,,130,,,,,,,358,P,https://www.fantasypros.com/mlb/players/yoshinobu-yamamoto.php,156.0,170.0,12.0,0.0,3.28,1.14,57.0,48.0,27.0,27.0,6.0,0.0,9.81,yoshinobu-yamamoto,Yoshinobu Yamamoto (LAD - SP),Yoshinobu Yamamoto,Yamamoto,LAD,SP,,12-6-0SV|3.28|1.14|9.81K9,24,Yoshinobu Yamamoto (LAD - SP),25,24,24.0,SP,Yoshinobu Yamamoto (LAD - SP),https://images.fantasypros.com/images/players/mlb/48250/headshot/70x70.png,Yoshinobu Yamamoto (SP - LAD),"Yoshinobu Yamamoto followed up his MLB debut with a strong 2025, flashing elite command and swing-and-miss ability even as his workload was managed. That, however, went out the window when he threw 37-1/3 postseason innings, bringing his total to 210 in 2025. His 2026 projections show maintained excellent ratios and strikeout efficiency. The year-over-year improvement in pitch efficiency suggests he can work deeper into games moving forward. The biggest knock against Yamamoto is that he pitches for the Dodgers, who have a deep enough staff to go with a six-man rotation or rest elite starters down the stretch (fantasy playoffs) if they wish. In any case, Yamamoto profiles as a high-end fantasy starter whose value is anchored in ratios.",Yoshinobu Yamamoto (LAD - SP),Yoshinobu Yamamoto,Yamamoto,LAD,SP,,"12-6-0SV|3.28|1.14|9.81K9
Yoshinobu Yamamoto followed up his MLB debut with a strong 2025, flashing elite command and swing-and-miss ability even as his workload was managed. That, however, went out the window when he threw 37-1/3 postseason innings, bringing his total to 210 in 2025. His 2026 projections show maintained excellent ratios and strikeout efficiency. The year-over-year improvement in pitch efficiency suggests he can work deeper into games moving forward. The biggest knock against Yamamoto is that he pitches for the Dodgers, who have a deep enough staff to go with a six-man rotation or rest elite starters down the stretch (fantasy playoffs) if they wish. In any case, Yamamoto profiles as a high-end fantasy starter whose value is anchored in ratios.",0.0,58.0
24,Pete Alonso_BAL,579.0,87.0,35,100.0,2.0,0.25,0.322,145,26.0,1.0,61.0,152.0,0.487,0.809,379,H,https://www.fantasypros.com/mlb/players/peter-alonso.php,,,,,,,,,,,,,,peter-alonso,Pete Alonso (BAL - 1B),Pete Alonso,Alonso,BAL,1B,,.250|87R|35HR|100RBI|2SB,25,Pete Alonso (BAL - 1B),27,25,26.0,1B,Pete Alonso (BAL - 1B),https://images.fantasypros.com/images/players/mlb/6960/headshot/70x70.png,Pete Alonso (1B - BAL),"Pete Alonso once again supplied premium power in 2025, but continued erosion in batting average and on-base skills limited his category impact. His 2026 projections still forecast upper-tier home-run totals, though with muted run production compared to his peak seasons. The year-over-year trend shows narrowing fantasy utility as his value becomes increasingly HR-dependent. Alonso profiles best as a targeted power injection rather than a lineup anchor.",Pete Alonso (BAL - 1B),Pete Alonso,Alonso,BAL,1B,,".250|87R|35HR|100RBI|2SB
Pete Alonso once again supplied premium power in 2025, but continued erosion in batting average and on-base skills limited his category impact. His 2026 projections still forecast upper-tier home-run totals, though with muted run production compared to his peak seasons. The year-over-year trend shows narrowing fantasy utility as his value becomes increasingly HR-dependent. Alonso profiles best as a targeted power injection rather than a lineup anchor.",1.0,35.0
25,Cristopher Sanchez_PHI,,,17,,,,,174,,,,,,,414,P,https://www.fantasypros.com/mlb/players/cristopher-sanchez.php,192.5,185.0,14.0,0.0,3.22,1.16,69.0,49.0,31.0,31.0,8.0,0.0,8.65,cristopher-sanchez,Cristopher Sanchez (PHI - SP),Cristopher Sanchez,Sanchez,PHI,SP,,14-8-0SV|3.22|1.16|8.65K9,26,Cristopher Sanchez (PHI - SP),24,29,26.0,SP,Cristopher Sanchez (PHI - SP),https://images.fantasypros.com/images/players/mlb/39312/headshot/70x70.png,Cristopher Sanchez (SP - PHI),,Cristopher Sanchez (PHI - SP),Cristopher Sanchez,Sanchez,PHI,SP,,"14-8-0SV|3.22|1.16|8.65K9
",0.0,17.0
